review,rating,date,bank,source
"Why it cannot generate key for customers by itself? The main reason the bank suggested this application is to reduce crowded customers from cbe bank branches. The hell your IT department is doing? Why they cannot improve this problem? I don't want to go to Branch bank, they don't know nothing about this application. They're so dumbest person I ever seen. Please try make it simple and very useful application. Don't paint bad color on the legacy of this bank.",1,2023-12-08,Commercial Bank of Ethiopia,Google Play Store
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06,Commercial Bank of Ethiopia,Google Play Store
"This app is good and easy to use UI. But, still need some bug fix such as own account transfer and payment to beneficiaries didn't work. Localization also not yet work like date conversion...",4,2020-11-10,Commercial Bank of Ethiopia,Google Play Store
It doesn't work anymore. It says it synced successfully but doesn't show any thing. It doesn't sync at all,1,2021-01-03,Commercial Bank of Ethiopia,Google Play Store
"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,2023-05-06,Commercial Bank of Ethiopia,Google Play Store
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play Store
"Very disappointing, it doesnt order transaction correctly, it randomly switches the orders everytime you refresh it, it sometimes shows wrong dates. Very unorganized.",1,2022-05-23,Commercial Bank of Ethiopia,Google Play Store
Why the 3.7MB update takes forever to install? At first I thought it was my data conn issue but was not. I have been enjoying the later version until I unable to use due to update installation issue.,1,2020-09-14,Commercial Bank of Ethiopia,Google Play Store
"The latest update is creating a lot of problems. For instance, I had to reopen the app like 10 times to fix the ""NetWork error"" issue.",3,2024-02-13,Commercial Bank of Ethiopia,Google Play Store
"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",1,2022-02-12,Commercial Bank of Ethiopia,Google Play Store
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,Commercial Bank of Ethiopia,Google Play Store
The app Is very good but the amharic language option doesn't work properly like you select amharic option and go to transfer sub option it automaticaly changes to engilsh .so it's good if you work on it.thanks!!!,4,2023-10-23,Commercial Bank of Ethiopia,Google Play Store
I love this app. Some improvement I wish to be made is that a menu that helps to Bach delete beneficiaries (delete two or more beneficiaries at once instead of individually). Thank you!,5,2021-01-02,Commercial Bank of Ethiopia,Google Play Store
"It's a fast and responsive app. But for those of us who want detailed transaction info, and statement going back a long time, it's lacking.",4,2023-09-30,Commercial Bank of Ethiopia,Google Play Store
It is a very weak app it does not even show transaction history. If there are 3 transactions in a day it shows two and does not show the rest.,1,2024-05-09,Commercial Bank of Ethiopia,Google Play Store
It's a quiet good and smoothly accessible app which allows users to transfer and deposit but it would have been very great if there was a chance for topping up or Adding balance to your account.,3,2024-02-16,Commercial Bank of Ethiopia,Google Play Store
